Open,High,Low,Close
541.111023,565.333008,539.333008,563.177979
524.44397,540.421997,518.310974,538.289001
496.088989,524,491.578003,521.55603
518,520.778015,502.243988,504.399994
522.356018,530.666992,516,521.156006
529.911011,532.177979,523.643982,527.822021
538.755981,541.267029,532.710999,534.289001
527.200012,537.732971,526.244019,535.377991
516.44397,529.911011,514.799988,528
514.710999,522.221985,507.243988,519.310974
511.110992,519.333008,507.710999,510.821991
536.132996,537.778015,512.888977,515.44397
517.778015,534.666992,516.44397,529.888977
506.666992,520.799988,504.489014,516.067017
540.044006,544.44397,512.911011,517.132996
535.067017,542.622009,531.333008,535.932983
510.221985,548.44397,508.110992,543.221985
509.733002,532.44397,493.088989,515.289001
508,518.200012,499.421997,505.778015
515.799988,527.53302,511.600006,513.310974
510.666992,527.911011,507.644012,514.200012
534.911011,537.333008,512.888977,515
503.46701,539.955994,494.156006,534.622009
530.53302,530.53302,503.132996,509.843994
534.799988,539.578003,530.666992,533.021973
545.267029,549.778015,538.221985,539.710999
542.221985,550.221985,542.221985,545.267029
544.888977,550.666992,534.843994,542.333008
548.888977,550.53302,540.666992,545.177979
543.111023,550.132996,529.778015,547.333008
557.333008,559.778015,540.156006,541.578003
570.578003,580.310974,555.55603,557.244019
581.333008,584.888977,566.710999,573.932983
589.932983,591.044006,580.221985,585.689026
596,600.421997,585.955994,588.732971
584.310974,594.221985,573.55603,592.356018
568.888977,580.44397,567.132996,578.44397
579.221985,589.55603,566.689026,569.911011
573.421997,580.755981,572.489014,573.955994
566.666992,575.55603,562.666992,570.578003
580.44397,582.955994,567.111023,571.244019
597.911011,597.911011,575.221985,577.044006
600.489014,601.46698,593.067017,597.911011
597.377991,607.643982,596.44397,605.377991
580.44397,594.177979,576.289001,592.200012
573.200012,584.44397,570.111023,581.778015
573.244019,576.778015,566.267029,569.132996
575.911011,588,574.510986,581.244019
575.55603,587.55603,568.111023,579.200012
576.799988,576.799988,566.221985,568.778015
580.44397,588.44397,571.955994,578.088989
595.578003,606.177979,573,576.400024
571.221985,603.400024,567.732971,598.400024
576.888977,584.888977,568.888977,572.044006
588.44397,589.955994,571.689026,576.244019
609.689026,614.156006,584.088989,586.666992
617.978027,619.911011,599.400024,605.111023
615.55603,625.666992,614.44397,620.710999
605.377991,611.111023,602.666992,605.200012
587.55603,604.356018,587.55603,599.55603
550.021973,582.221985,550.021973,578.822021
547.111023,556.421997,537.778015,550.021973
559.55603,581.333008,547.111023,548.911011
572.888977,573,559.333008,563
573.333008,587.088989,564.955994,577.622009
579.710999,579.710999,560.911011,567.955994
606.710999,612.888977,576.44397,581.356018
584.778015,604.177979,568,599.46698
593.489014,599.911011,572.799988,578.622009
624.888977,629.978027,595.843994,599.377991
629.021973,635.111023,615.55603,621.978027
644.888977,650.932983,628.46698,632.44397
643.177979,657.221985,639.111023,643
647.843994,680.799988,639.689026,643.177979
640.44397,652.732971,637.021973,643.799988
622.732971,650.221985,622.732971,646.710999
588.888977,621.778015,585.843994,613.111023
602.177979,602.177979,585.244019,590.333008
597.778015,611.111023,594,600.44397
605.599976,609.55603,595.643982,602.333008
602.221985,613.289001,600,607.778015
620,620,599.132996,602
610.666992,621.067017,605.510986,615.53302
